channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
wholesale,SKU-02021,SHP-0027528,1,0,60,0,60,1.744233455E9
online,SKU-01952,SHP-0011112,3,0,270,56.7,213.3,1.74422832E9
online,SKU-02680,SHP-0026579,3,2,1200,252,948,1.744172911E9
wholesale,SKU-06011,SHP-0013833,4,0,480,0,480,1.74423001E9
wholesale,SKU-04249,SHP-0013748,1,0,30,0,30,1.762640202E9
wholesale,SKU-02427,SHP-0013366,1,1,60,0,60,1.762640797E9
wholesale,SKU-02243,SHP-9269883,2,0,440,0,440,1.762560881E9
wholesale,SKU-08411,SHP-0021823,2,0,900,0,900,1.762572667E9
wholesale,SKU-09585,SHP-0012842,2,0,560,0,560,1.762639069E9
marketplace,SKU-02680,SHP-0027378,2,0,800,168,632,1.762625452E9
online,SKU-01677,SHP-0003320,3,0,840,176.4,663.6,1.762587763E9
online,SKU-08101,SHP-0020949,3,0,840,176.4,663.6,1.762619216E9
online,SKU-04253,SHP-0009360,3,0,1050,220.5,829.5,1.762600242E9
online,SKU-07702,SHP-0004501,4,0,1120,235.2,884.8,1.762640537E9
online,SKU-06583,SHP-0018455,4,0,880,184.8,695.2,1.762633703E9
online,SKU-09214,SHP-0005902,4,2,1000,210,790,1.76262362E9
online,SKU-05145,SHP-0022036,2,0,800,168,632,1.736698664E9
wholesale,SKU-07221,SHP-0021159,3,0,1050,0,1050,1.736640481E9
wholesale,SKU-01521,SHP-0026437,3,0,360,0,360,1.744103297E9
wholesale,SKU-05413,SHP-0023875,1,0,30,0,30,1.744148557E9
online,SKU-08396,SHP-0016357,3,1,840,176.4,663.6,1.744118749E9
retail,SKU-08095,SHP-0015359,3,0,540,113.4,426.6,1.7441171E9
wholesale,SKU-05944,SHP-0005145,2,0,700,0,700,1.747160025E9
online,SKU-04284,SHP-0012827,2,0,800,168,632,1.747148526E9
online,SKU-02680,SHP-0025889,2,1,800,168,632,1.747170208E9
marketplace,SKU-04445,SHP-0028564,3,1,540,113.4,426.6,1.747157715E9
wholesale,SKU-07194,SHP-0009271,4,0,320,0,320,1.747165484E9
wholesale,SKU-06130,SHP-0025838,1,0,30,0,30,1.757055293E9
wholesale,SKU-08630,SHP-0025439,1,0,60,0,60,1.757058265E9
wholesale,SKU-06665,SHP-0021932,1,0,250,0,250,1.757058951E9
wholesale,SKU-03014,SHP-0008959,1,0,550,0,550,1.757075541E9
wholesale,SKU-03006,SHP-0014852,2,0,240,0,240,1.75703765E9
wholesale,SKU-01829,SHP-0003280,2,0,60,0,60,1.757037986E9
wholesale,SKU-05145,SHP-0019522,2,0,800,0,800,1.757083437E9
online,SKU-07141,SHP-0024815,2,0,1100,231,869,1.757082844E9
marketplace,SKU-07922,SHP-0006120,3,0,660,138.6,521.4,1.75707176E9
online,SKU-01813,SHP-0012571,3,0,1650,346.5,1303.5,1.757041024E9
online,SKU-05221,SHP-0016899,3,0,1650,346.5,1303.5,1.757041576E9
wholesale,SKU-08633,SHP-0009226,1,0,60,0,60,1.731040217E9
wholesale,SKU-06947,SHP-0024806,2,0,240,0,240,1.731030107E9
online,SKU-08297,SHP-0001090,3,0,660,138.6,521.4,1.731086006E9
online,SKU-02130,SHP-0002709,3,1,840,176.4,663.6,1.73104491E9
retail,SKU-05090,SHP-0014278,4,0,800,168,632,1.731051271E9
wholesale,SKU-02610,SHP-0018926,1,0,400,0,400,1.747245849E9
wholesale,SKU-05815,SHP-0011080,1,0,30,0,30,1.747266659E9
wholesale,SKU-05815,SHP-0000689,2,1,60,0,60,1.747258321E9
online,SKU-07141,SHP-9714053,2,0,1100,231,869,1.747265074E9
online,SKU-06927,SHP-0026376,3,0,660,138.6,521.4,1.747261163E9
online,SKU-03715,SHP-0029920,3,0,1050,220.5,829.5,1.747252326E9
online,SKU-08297,SHP-0017479,4,0,880,184.8,695.2,1.747262409E9
online,SKU-96173,SHP-0001618,4,0,320,67.2,252.8,1.74722525E9
wholesale,SKU-02610,SHP-0001946,1,0,400,0,400,1.778678857E9
wholesale,SKU-05145,SHP-0002301,1,0,400,0,400,1.778700232E9
wholesale,SKU-05221,SHP-0003736,1,0,550,0,550,1.77870292E9
wholesale,SKU-05203,SHP-0026756,1,0,90,0,90,1.778711239E9
wholesale,SKU-01677,SHP-0022834,3,1,840,0,840,1.778643799E9
online,SKU-07811,SHP-0020562,3,0,270,56.7,213.3,1.778706672E9
online,SKU-05203,SHP-0000352,3,0,270,56.7,213.3,1.778714759E9
wholesale,SKU-05221,SHP-0005079,1,0,550,0,550,1.766565053E9
wholesale,SKU-06665,SHP-0021398,1,0,250,0,250,1.766576631E9
wholesale,SKU-08262,SHP-0006601,1,0,90,0,90,1.766577415E9
retail,SKU-09878,SHP-0028171,3,0,660,138.6,521.4,1.766594161E9
online,SKU-01813,SHP-0014668,2,0,1100,231,869,1.76657278E9
online,SKU-04424,SHP-0009440,3,0,840,176.4,663.6,1.766618921E9
online,SKU-06044,SHP-0023062,3,0,1050,220.5,829.5,1.766609331E9
retail,SKU-03093,SHP-0026047,4,2,720,151.2,568.8,1.766616603E9
wholesale,SKU-07929,SHP-0007836,1,0,60,0,60,1.734048103E9
wholesale,SKU-06459,SHP-0002968,3,0,600,0,600,1.734079949E9
wholesale,SKU-01807,SHP-0025543,2,0,240,0,240,1.734080479E9
online,SKU-03628,SHP-0026261,3,0,270,56.7,213.3,1.734101324E9
retail,SKU-03715,SHP-0023763,3,0,1050,220.5,829.5,1.734071924E9
wholesale,SKU-09085,SHP-0028542,2,0,900,0,900,1.718948156E9
online,SKU-05221,SHP-0012249,2,0,1100,231,869,1.718960885E9
online,SKU-09176,SHP-0020054,2,0,500,105,395,1.718942718E9
retail,SKU-04641,SHP-9442723,3,0,660,138.6,521.4,1.733439138E9
online,SKU-01065,SHP-0004961,4,0,1120,235.2,884.8,1.733365919E9
retail,SKU-09785,SHP-0010492,3,0,1050,220.5,829.5,1.73343521E9
wholesale,SKU-03628,SHP-0002534,1,0,90,0,90,1.779926894E9
wholesale,SKU-01952,SHP-0025783,1,0,90,0,90,1.779931274E9
wholesale,SKU-08633,SHP-0023867,1,0,60,0,60,1.779945032E9
wholesale,SKU-03093,SHP-0015429,2,0,360,0,360,1.779949197E9
wholesale,SKU-04746,SHP-0007796,2,0,360,0,360,1.779960463E9
wholesale,SKU-04270,SHP-0000936,2,0,440,0,440,1.77997509E9
online,SKU-03715,SHP-0020786,4,0,1400,294,1106,1.779987395E9
online,SKU-04081,SHP-0009885,2,0,800,168,632,1.765683471E9
online,SKU-02610,SHP-0026429,2,1,800,168,632,1.765737843E9
wholesale,SKU-98460,SHP-0026902,3,0,1350,0,1350,1.765729991E9
wholesale,SKU-07887,SHP-0021202,1,0,60,0,60,1.765694155E9
wholesale,SKU-05413,SHP-0003278,2,0,60,0,60,1.765737654E9
wholesale,SKU-07194,SHP-0017494,4,0,320,0,320,1.765670548E9
wholesale,SKU-02427,SHP-0028281,1,0,60,0,60,1.748397919E9
online,SKU-05523,SHP-0005852,3,0,1050,220.5,829.5,1.748457136E9
wholesale,SKU-08262,SHP-0015198,1,0,90,0,90,1.7440278E9
wholesale,SKU-02061,SHP-0023916,1,0,30,0,30,1.744037856E9
wholesale,SKU-07829,SHP-0011268,2,2,700,0,700,1.744052822E9
retail,SKU-09176,SHP-0014999,2,0,500,105,395,1.743996093E9
retail,SKU-02130,SHP-0005647,3,0,840,176.4,663.6,1.743994689E9
online,SKU-08057,SHP-0016107,3,0,840,176.4,663.6,1.73947351E9
retail,SKU-02129,SHP-0016220,3,0,1050,220.5,829.5,1.739411584E9
wholesale,SKU-02680,SHP-0003099,1,0,400,0,400,1.739414622E9
wholesale,SKU-07252,SHP-0008217,2,0,900,0,900,1.756758106E9
retail,SKU-06386,SHP-0019593,3,0,660,138.6,521.4,1.756731987E9
retail,SKU-05203,SHP-0011509,3,0,270,56.7,213.3,1.756745441E9
online,SKU-02497,SHP-0001400,3,1,840,176.4,663.6,1.75677106E9
wholesale,SKU-04081,SHP-0019517,1,0,400,0,400,1.77565199E9
online,SKU-05498,SHP-0009467,2,0,800,168,632,1.775614922E9
wholesale,SKU-06947,SHP-0006959,3,0,360,0,360,1.775670226E9
retail,SKU-05452,SHP-0012416,4,0,1800,378,1422,1.775624828E9
wholesale,SKU-02021,SHP-0013613,1,0,60,0,60,1.724030726E9
wholesale,SKU-04812,SHP-0005950,2,0,440,0,440,1.724071086E9
online,SKU-04081,SHP-0018101,2,0,800,168,632,1.724049008E9
marketplace,SKU-07599,SHP-0020675,3,0,660,138.6,521.4,1.724075268E9
online,SKU-08583,SHP-0004606,3,0,1650,346.5,1303.5,1.724070008E9
online,SKU-03564,SHP-0021897,4,0,1800,378,1422,1.724048338E9
online,SKU-06048,SHP-0010639,4,0,720,151.2,568.8,1.724051482E9
wholesale,SKU-01813,SHP-0016570,1,1,550,0,550,1.775740115E9
wholesale,SKU-03146,SHP-0010282,2,0,900,0,900,1.775694808E9
online,SKU-03014,SHP-0012402,3,0,1650,346.5,1303.5,1.775721998E9
wholesale,SKU-06665,SHP-0009995,1,0,250,0,250,1.750705346E9
wholesale,SKU-04284,SHP-0004137,1,0,400,0,400,1.750711174E9
wholesale,SKU-07811,SHP-0020265,1,0,90,0,90,1.7507224E9
wholesale,SKU-09214,SHP-0007335,2,2,500,0,500,1.750652285E9
wholesale,SKU-07702,SHP-0023892,2,0,560,0,560,1.75067052E9
wholesale,SKU-07584,SHP-0001139,2,0,600,0,600,1.75069879E9
online,SKU-03014,SHP-0028209,2,0,1100,231,869,1.750648061E9
online,SKU-02366,SHP-0010598,2,0,500,105,395,1.7507161E9
wholesale,SKU-02610,SHP-0018534,1,0,400,0,400,1.730865488E9
wholesale,SKU-04249,SHP-0004966,1,0,30,0,30,1.730889805E9
wholesale,SKU-09173,SHP-0012853,2,0,240,0,240,1.7308781E9
online,SKU-05221,SHP-0024755,2,0,1100,231,869,1.730916899E9
wholesale,SKU-08057,SHP-0017841,3,0,840,0,840,1.73087703E9
retail,SKU-04641,SHP-0003030,3,0,660,138.6,521.4,1.730932491E9
wholesale,SKU-05145,SHP-0029947,1,0,400,0,400,1.758047579E9
wholesale,SKU-07255,SHP-0001267,2,0,360,0,360,1.757985127E9
wholesale,SKU-05131,SHP-0015974,3,0,360,0,360,1.758028341E9
online,SKU-07221,SHP-0000021,3,3,1050,220.5,829.5,1.758020588E9
wholesale,SKU-09173,SHP-0025841,2,0,240,0,240,1.719210003E9
wholesale,SKU-08658,SHP-0019801,3,0,240,0,240,1.719233331E9
retail,SKU-08297,SHP-0029885,3,3,660,138.6,521.4,1.719254016E9
wholesale,SKU-09214,SHP-0008808,1,0,250,0,250,1.775391701E9
wholesale,SKU-08411,SHP-0011089,2,0,900,0,900,1.775363427E9
online,SKU-08095,SHP-0018734,3,0,540,113.4,426.6,1.775359356E9
online,SKU-97514,SHP-0002777,3,1,1050,220.5,829.5,1.775429323E9
retail,SKU-06947,SHP-0009495,4,0,480,100.8,379.2,1.775354349E9
online,SKU-07829,SHP-0020044,4,0,1400,294,1106,1.775359448E9
wholesale,SKU-07141,SHP-0012516,1,0,550,0,550,1.717980439E9
wholesale,SKU-98346,SHP-0000434,1,0,400,0,400,1.718049686E9
wholesale,SKU-02061,SHP-0006237,1,0,30,0,30,1.718056069E9
wholesale,SKU-06583,SHP-0011007,2,0,440,0,440,1.717996907E9
online,SKU-01065,SHP-0012803,3,0,840,176.4,663.6,1.71800542E9
wholesale,SKU-04746,SHP-0019660,2,0,360,0,360,1.766458409E9
wholesale,SKU-06838,SHP-0018297,3,0,360,0,360,1.766470038E9
wholesale,SKU-02021,SHP-0010611,1,0,60,0,60,1.766499246E9
retail,SKU-05107,SHP-0024293,3,3,840,176.4,663.6,1.766449682E9
retail,SKU-04081,SHP-0012522,2,1,800,168,632,1.766511985E9
online,SKU-02366,SHP-0025178,2,0,500,105,395,1.766498467E9
online,SKU-04445,SHP-0024358,4,0,720,151.2,568.8,1.76649966E9
retail,SKU-08559,SHP-0019599,4,0,480,100.8,379.2,1.762092927E9
wholesale,SKU-04284,SHP-0029641,1,0,400,0,400,1.779891935E9
wholesale,SKU-04977,SHP-0014568,2,0,700,0,700,1.779874535E9
online,SKU-08583,SHP-0021288,3,3,1650,346.5,1303.5,1.779910138E9
retail,SKU-03093,SHP-0020415,3,0,540,113.4,426.6,1.77986256E9
wholesale,SKU-04221,SHP-0008065,4,0,360,0,360,1.779913988E9
online,SKU-09349,SHP-0006756,4,0,320,67.2,252.8,1.779868936E9
wholesale,SKU-09631,SHP-0022018,2,0,560,0,560,1.766902023E9
wholesale,SKU-08057,SHP-0010090,2,0,560,0,560,1.766923451E9
wholesale,SKU-04424,SHP-0006744,2,0,560,0,560,1.766960338E9
wholesale,SKU-01813,SHP-0015953,2,0,1100,0,1100,1.766909184E9
wholesale,SKU-01813,SHP-0014357,2,0,1100,0,1100,1.766914837E9
retail,SKU-02129,SHP-0019756,3,0,1050,220.5,829.5,1.766891195E9
online,SKU-07922,SHP-0026233,3,0,660,138.6,521.4,1.766929477E9
online,SKU-05203,SHP-0007904,3,0,270,56.7,213.3,1.766906206E9
wholesale,SKU-03006,SHP-0016201,2,0,240,0,240,1.764408113E9
wholesale,SKU-03469,SHP-0016001,2,0,560,0,560,1.764433584E9
wholesale,SKU-07584,SHP-0016741,2,0,600,0,600,1.76444226E9
retail,SKU-02366,SHP-0027025,3,3,750,157.5,592.5,1.764389767E9
retail,SKU-01808,SHP-0019376,3,0,1050,220.5,829.5,1.7644257E9
online,SKU-05523,SHP-0021625,3,0,1050,220.5,829.5,1.764448079E9
online,SKU-01677,SHP-0026605,4,0,1120,235.2,884.8,1.764405843E9
online,SKU-06459,SHP-0026320,4,0,800,168,632,1.764407589E9
online,SKU-01332,SHP-0011938,4,4,320,67.2,252.8,1.764450384E9
wholesale,SKU-05815,SHP-0009786,1,0,30,0,30,1.756876872E9
wholesale,SKU-08633,SHP-0020208,1,0,60,0,60,1.75690973E9
wholesale,SKU-01203,SHP-0003623,1,0,60,0,60,1.756936163E9
wholesale,SKU-05145,SHP-0006648,2,0,800,0,800,1.756922257E9
marketplace,SKU-06665,SHP-0001273,2,0,500,105,395,1.756940326E9
wholesale,SKU-06666,SHP-0014592,3,0,1350,0,1350,1.756922861E9
online,SKU-05498,SHP-0019353,3,0,1200,252,948,1.756897725E9
wholesale,SKU-06130,SHP-0001421,1,0,30,0,30,1.766362318E9
wholesale,SKU-97599,SHP-0021919,1,0,60,0,60,1.766393733E9
online,SKU-09214,SHP-0012649,3,3,750,157.5,592.5,1.766385352E9
online,SKU-07255,SHP-0013740,3,0,540,113.4,426.6,1.766366456E9
online,SKU-02680,SHP-0010066,3,0,1200,252,948,1.766438691E9
wholesale,SKU-05221,SHP-0014788,1,0,550,0,550,1.719467894E9
online,SKU-09631,SHP-0018971,3,0,840,176.4,663.6,1.719496972E9
online,SKU-06952,SHP-0001477,4,0,800,168,632,1.71948809E9
wholesale,SKU-03628,SHP-0015043,1,0,90,0,90,1.746914991E9
wholesale,SKU-03006,SHP-0028948,2,0,240,0,240,1.746839762E9
wholesale,SKU-05413,SHP-0001511,1,0,30,0,30,1.746865654E9
wholesale,SKU-05815,SHP-0021630,1,0,30,0,30,1.746908339E9
wholesale,SKU-04221,SHP-0010499,1,0,90,0,90,1.775518241E9
wholesale,SKU-02061,SHP-0005540,1,0,30,0,30,1.775453524E9
online,SKU-04746,SHP-0010801,3,0,540,113.4,426.6,1.775459339E9
wholesale,SKU-07929,SHP-0000069,4,0,240,0,240,1.775468709E9
wholesale,SKU-07896,SHP-0025975,3,0,360,0,360,1.765428488E9
wholesale,SKU-07887,SHP-0006744,1,0,60,0,60,1.76543544E9
wholesale,SKU-08630,SHP-0027033,1,0,60,0,60,1.765486117E9
online,SKU-08057,SHP-0006843,4,0,1120,235.2,884.8,1.765421214E9
online,SKU-07922,SHP-0020671,4,0,880,184.8,695.2,1.765483325E9
online,SKU-04869,SHP-0020976,2,0,1100,231,869,1.765466432E9
online,SKU-06665,SHP-0005917,3,3,750,157.5,592.5,1.765490045E9
retail,SKU-02779,SHP-0023299,4,0,320,67.2,252.8,1.765466178E9
online,SKU-09028,SHP-0002994,3,3,540,113.4,426.6,1.765431171E9
online,SKU-06048,SHP-0027461,3,0,540,113.4,426.6,1.765438131E9
online,SKU-03093,SHP-0021744,4,0,720,151.2,568.8,1.769105514E9
retail,SKU-03014,SHP-0003172,2,0,1100,231,869,1.769102586E9
wholesale,SKU-06386,SHP-0008971,2,0,440,0,440,1.769049016E9
wholesale,SKU-05413,SHP-0008987,1,0,30,0,30,1.769060389E9
wholesale,SKU-02610,SHP-0017420,1,0,400,0,400,1.76906655E9
wholesale,SKU-08262,SHP-0009902,1,0,90,0,90,1.769087586E9
wholesale,SKU-05145,SHP-0011330,1,0,400,0,400,1.769094921E9
wholesale,SKU-08397,SHP-0026699,2,0,440,0,440,1.763349604E9
wholesale,SKU-01065,SHP-0008723,2,2,560,0,560,1.763351804E9
wholesale,SKU-04445,SHP-0011317,2,0,360,0,360,1.763387533E9
marketplace,SKU-07141,SHP-0003253,2,0,1100,231,869,1.763340058E9
wholesale,SKU-08101,SHP-0027679,3,0,840,0,840,1.763382416E9
retail,SKU-05840,SHP-0028798,3,0,1350,283.5,1066.5,1.76339702E9
wholesale,SKU-03469,SHP-0025377,4,0,1120,0,1120,1.763359557E9
retail,SKU-04135,SHP-0009264,4,0,1120,235.2,884.8,1.763365973E9
online,SKU-09585,SHP-0024828,4,4,1120,235.2,884.8,1.763409716E9
retail,SKU-03564,SHP-0024065,4,0,1800,378,1422,1.763402913E9
wholesale,SKU-05815,SHP-0017994,1,0,30,0,30,1.737358233E9
wholesale,SKU-08633,SHP-0017457,1,0,60,0,60,1.737407251E9
retail,SKU-09176,SHP-0021576,2,0,500,105,395,1.73737313E9
wholesale,SKU-05815,SHP-0002631,1,0,30,0,30,1.734610887E9
wholesale,SKU-07929,SHP-0019754,1,0,60,0,60,1.7346159E9
wholesale,SKU-01065,SHP-0005087,2,2,560,0,560,1.734575882E9
wholesale,SKU-95255,SHP-0028990,2,0,500,0,500,1.734583867E9
retail,SKU-04081,SHP-0017635,2,0,800,168,632,1.734622856E9
wholesale,SKU-02367,SHP-0008178,3,0,360,0,360,1.734570044E9
wholesale,SKU-01807,SHP-0028527,3,1,360,0,360,1.734615297E9
online,SKU-06927,SHP-0000347,3,0,660,138.6,521.4,1.734589228E9
online,SKU-06583,SHP-0027657,3,0,660,138.6,521.4,1.734645058E9
online,SKU-02130,SHP-0028580,3,0,840,176.4,663.6,1.734602704E9
online,SKU-07323,SHP-0029687,3,0,540,113.4,426.6,1.734637481E9
online,SKU-07194,SHP-0023549,4,0,320,67.2,252.8,1.734588495E9
wholesale,SKU-02061,SHP-0005769,1,0,30,0,30,1.756796363E9
wholesale,SKU-05090,SHP-0026544,2,0,400,0,400,1.756818476E9
wholesale,SKU-07323,SHP-0001342,2,0,360,0,360,1.756830491E9
wholesale,SKU-02918,SHP-9969650,2,0,900,0,900,1.756856373E9
wholesale,SKU-04812,SHP-0012456,2,0,440,0,440,1.756857447E9
online,SKU-02610,SHP-0002376,2,0,800,168,632,1.756781705E9
online,SKU-05145,SHP-0002163,2,1,800,168,632,1.756792778E9
online,SKU-02918,SHP-0001609,3,0,1350,283.5,1066.5,1.756780793E9
wholesale,SKU-01203,SHP-0006199,1,0,60,0,60,1.725507329E9
wholesale,SKU-04869,SHP-0012390,1,0,550,0,550,1.725541241E9
wholesale,SKU-05638,SHP-0028132,1,0,60,0,60,1.725572332E9
wholesale,SKU-07829,SHP-0000550,2,0,700,0,700,1.725537268E9
wholesale,SKU-04049,SHP-0003638,2,0,600,0,600,1.725571517E9
online,SKU-04081,SHP-0000644,2,0,800,168,632,1.72552909E9
wholesale,SKU-08396,SHP-0023813,2,0,560,0,560,1.75807504E9
wholesale,SKU-07922,SHP-0009869,2,0,440,0,440,1.758077214E9
online,SKU-05221,SHP-0021369,2,0,1100,231,869,1.758142465E9
online,SKU-04641,SHP-0016498,3,0,660,138.6,521.4,1.758074237E9
wholesale,SKU-03518,SHP-0028211,4,0,1200,0,1200,1.778739689E9
wholesale,SKU-06665,SHP-0007411,1,0,250,0,250,1.778770473E9
online,SKU-07252,SHP-0005171,3,0,1350,283.5,1066.5,1.77879551E9
wholesale,SKU-06583,SHP-0027654,2,0,440,0,440,1.727283146E9
wholesale,SKU-08396,SHP-0003562,3,0,840,0,840,1.72722581E9
online,SKU-08165,SHP-0025292,3,0,660,138.6,521.4,1.727222967E9
online,SKU-06048,SHP-0012747,3,0,540,113.4,426.6,1.727247734E9
wholesale,SKU-08262,SHP-0017100,1,0,90,0,90,1.772138211E9
wholesale,SKU-08583,SHP-0011195,2,0,1100,0,1100,1.772077173E9
wholesale,SKU-04812,SHP-0021054,2,0,440,0,440,1.772079589E9
marketplace,SKU-07141,SHP-0004352,2,0,1100,231,869,1.772129231E9
online,SKU-05506,SHP-0012579,4,0,880,184.8,695.2,1.772120731E9
wholesale,SKU-08007,SHP-0010778,2,0,400,0,400,1.748862788E9
wholesale,SKU-05413,SHP-0001633,1,0,30,0,30,1.748823158E9
retail,SKU-06386,SHP-0023806,3,2,660,138.6,521.4,1.748877834E9
wholesale,SKU-03880,SHP-0004391,1,0,30,0,30,1.76930667E9
wholesale,SKU-04869,SHP-0018307,1,0,550,0,550,1.769311905E9
wholesale,SKU-03146,SHP-0005281,4,0,1800,0,1800,1.769321382E9
wholesale,SKU-01829,SHP-0004794,1,0,30,0,30,1.769358805E9
wholesale,SKU-05815,SHP-0008001,2,0,60,0,60,1.769372114E9
retail,SKU-01808,SHP-0007289,4,0,1400,294,1106,1.769363304E9
wholesale,SKU-02152,SHP-0023085,4,0,720,0,720,1.764584484E9
wholesale,SKU-04284,SHP-0019734,2,0,800,0,800,1.764571468E9
wholesale,SKU-07957,SHP-0025992,2,2,160,0,160,1.764582303E9
wholesale,SKU-07725,SHP-0009113,2,0,160,0,160,1.764612545E9
wholesale,SKU-08633,SHP-0019539,1,0,60,0,60,1.764582886E9
wholesale,SKU-09423,SHP-0007395,2,0,240,0,240,1.764628948E9
online,SKU-08396,SHP-0023119,4,0,1120,235.2,884.8,1.764626547E9
online,SKU-07141,SHP-0010175,3,1,1650,346.5,1303.5,1.764627659E9
online,SKU-02610,SHP-0024529,2,0,800,168,632,1.764589065E9
retail,SKU-01332,SHP-0027608,4,0,320,67.2,252.8,1.764626572E9
online,SKU-05498,SHP-0003958,3,1,1200,252,948,1.76463267E9
online,SKU-03715,SHP-0024184,4,0,1400,294,1106,1.764588976E9
online,SKU-04869,SHP-0001802,3,0,1650,346.5,1303.5,1.777861531E9
retail,SKU-07584,SHP-0020896,4,0,1200,252,948,1.777909698E9
wholesale,SKU-05524,SHP-0017676,2,0,240,0,240,1.719331575E9
wholesale,SKU-05498,SHP-0025961,1,0,400,0,400,1.719332965E9
online,SKU-04445,SHP-0013758,3,0,540,113.4,426.6,1.719303666E9
online,SKU-02129,SHP-0000629,4,0,1400,294,1106,1.719297871E9
retail,SKU-05452,SHP-0027652,4,1,1800,378,1422,1.719315586E9
online,SKU-09878,SHP-0008660,3,2,660,138.6,521.4,1.71930596E9
wholesale,SKU-01813,SHP-0024671,1,0,550,0,550,1.778289968E9
wholesale,SKU-04249,SHP-0024454,1,0,30,0,30,1.778355338E9
wholesale,SKU-09925,SHP-0014520,2,0,700,0,700,1.778307121E9
online,SKU-05107,SHP-0008634,3,0,840,176.4,663.6,1.778356973E9
online,SKU-08583,SHP-0013790,4,0,2200,462,1738,1.778320847E9
wholesale,SKU-05638,SHP-0003275,1,0,60,0,60,1.722676394E9
wholesale,SKU-08057,SHP-0020688,2,0,560,0,560,1.722644655E9
wholesale,SKU-08843,SHP-0014809,2,0,360,0,360,1.722721176E9
retail,SKU-01706,SHP-0029851,3,0,540,113.4,426.6,1.72266956E9
wholesale,SKU-08262,SHP-0011776,1,0,90,0,90,1.765177863E9
online,SKU-01813,SHP-0027659,2,0,1100,231,869,1.765179186E9
retail,SKU-04284,SHP-0008675,2,0,800,168,632,1.765179736E9
online,SKU-09214,SHP-0017325,3,0,750,157.5,592.5,1.76519972E9
online,SKU-07824,SHP-0008549,3,0,840,176.4,663.6,1.765201974E9
online,SKU-08101,SHP-0016597,3,3,840,176.4,663.6,1.765219175E9
retail,SKU-01065,SHP-0002759,3,0,840,176.4,663.6,1.765228166E9
online,SKU-03014,SHP-0017682,3,3,1650,346.5,1303.5,1.765237604E9
online,SKU-03093,SHP-0000759,3,0,540,113.4,426.6,1.765164185E9
retail,SKU-05840,SHP-0003513,3,0,1350,283.5,1066.5,1.765226348E9
wholesale,SKU-05498,SHP-9186019,4,0,1600,0,1600,1.765177716E9
retail,SKU-05506,SHP-0026002,4,0,880,184.8,695.2,1.765173914E9
online,SKU-06667,SHP-0006269,4,0,720,151.2,568.8,1.765233262E9
wholesale,SKU-04284,SHP-0015340,1,0,400,0,400,1.757815849E9
wholesale,SKU-04869,SHP-0006955,1,0,550,0,550,1.757823802E9
wholesale,SKU-01203,SHP-0002028,1,0,60,0,60,1.757839833E9
wholesale,SKU-08396,SHP-0024068,2,0,560,0,560,1.757877919E9
retail,SKU-03014,SHP-0025548,2,0,1100,231,869,1.757870122E9
online,SKU-08583,SHP-0011914,2,0,1100,231,869,1.757884375E9
wholesale,SKU-06838,SHP-0026129,3,0,360,0,360,1.757868644E9
online,SKU-04221,SHP-0010886,3,0,270,56.7,213.3,1.757814916E9
online,SKU-02497,SHP-0021994,3,0,840,176.4,663.6,1.757829955E9
online,SKU-07141,SHP-0003390,3,0,1650,346.5,1303.5,1.757881457E9
wholesale,SKU-07887,SHP-0000410,1,0,60,0,60,1.747975101E9
wholesale,SKU-07141,SHP-0026404,1,0,550,0,550,1.747985256E9
online,SKU-05221,SHP-0008396,3,0,1650,346.5,1303.5,1.74798545E9
online,SKU-04081,SHP-0007155,2,0,800,168,632,1.747973878E9
marketplace,SKU-09656,SHP-0029757,4,4,800,168,632,1.748018915E9
wholesale,SKU-08633,SHP-0010073,1,0,60,0,60,1.768410672E9
wholesale,SKU-06048,SHP-0002299,2,0,360,0,360,1.768400565E9
online,SKU-02610,SHP-0002276,2,1,800,168,632,1.768395515E9
online,SKU-06927,SHP-0010403,3,0,660,138.6,521.4,1.768421052E9
wholesale,SKU-02061,SHP-0010585,1,0,30,0,30,1.74392839E9
wholesale,SKU-08484,SHP-0004894,2,0,600,0,600,1.743965408E9
online,SKU-08583,SHP-0001341,2,0,1100,231,869,1.743923215E9
online,SKU-02918,SHP-0019683,3,1,1350,283.5,1066.5,1.743905195E9
retail,SKU-07829,SHP-0021428,3,0,1050,220.5,829.5,1.743967629E9
wholesale,SKU-06665,SHP-0012392,4,0,1000,0,1000,1.743911918E9
wholesale,SKU-02774,SHP-0020149,4,0,400,0,400,1.743915197E9
online,SKU-01813,SHP-0012567,4,0,2200,462,1738,1.743937529E9
wholesale,SKU-05203,SHP-0016129,1,0,90,0,90,1.735385728E9
wholesale,SKU-05815,SHP-0003811,1,0,30,0,30,1.735352743E9
online,SKU-04135,SHP-0014224,3,0,840,176.4,663.6,1.735389697E9
online,SKU-08396,SHP-0017242,3,0,840,176.4,663.6,1.735407435E9
wholesale,SKU-04424,SHP-0001578,2,0,560,0,560,1.735391883E9
wholesale,SKU-07483,SHP-0006492,4,0,600,0,600,1.736145918E9
retail,SKU-04812,SHP-0008577,3,0,660,138.6,521.4,1.73612419E9
online,SKU-03014,SHP-0013584,3,0,1650,346.5,1303.5,1.736125587E9
marketplace,SKU-04284,SHP-0009339,2,0,800,168,632,1.736125756E9
online,SKU-09214,SHP-0023770,2,0,500,105,395,1.736126648E9
